age,Age class,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),TIME_PERIOD,Time,OBS_VALUE
Y35-39,From 35 to 39 years,C81-C86,Hodgkin disease and lymphomas,2019,,1.01
Y35-39,From 35 to 39 years,C81-C86,Hodgkin disease and lymphomas,2020,,0.55
Y35-39,From 35 to 39 years,C81-C86,Hodgkin disease and lymphomas,2021,,0.71
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2011,,0.05
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2012,,0.24
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2013,,0.05
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2014,,0.15
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2015,,0.15
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2016,,0.16
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2017,,0.05
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2018,,0.17
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2019,,0.06
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2020,,0
Y35-39,From 35 to 39 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2021,,0.19
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2011,,1.19
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2012,,1.19
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2013,,0.67
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2014,,1.03
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2015,,1.26
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2016,,1.31
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2017,,0.71
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2018,,0.85
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2019,,0.47
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2020,,0.99
Y35-39,From 35 to 39 years,C91-C95,Leukaemia,2021,,0.71
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2011,,2.81
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2012,,2.9
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2013,,2.41
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2014,,2.6
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2015,,2.27
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2016,,2.3
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2017,,2.61
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2018,,2.96
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2019,,2.02
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2020,,2.65
Y35-39,From 35 to 39 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2021,,2.38
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2011,,1
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2012,,0.71
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2013,,0.43
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2014,,0.39
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2015,,0.5
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2016,,0.37
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2017,,0.93
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2018,,0.8
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2019,,0.83
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2020,,0.37
Y35-39,From 35 to 39 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2021,,0.64
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2011,,0.48
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2012,,0.38
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2013,,0.19
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2014,,0.1
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2015,,0.15
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2016,,0.42
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2017,,0.38
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2018,,0.23
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2019,,0.24
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2020,,0.49
Y35-39,From 35 to 39 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2021,,0.58
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2011,,0.14
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2012,,0.48
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2013,,0.39
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2014,,0.25
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2015,,0.3
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2016,,0.31
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2017,,0.27
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2018,,0.46
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2019,,0.42
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2020,,0.37
Y35-39,From 35 to 39 years,E10-E14,Diabetes mellitus,2021,,0.39
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2011,,0.52
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2012,,0.67
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2013,,0.67
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2014,,0.34
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2015,,0.76
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2016,,0.68
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2017,,0.54
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2018,,0.4
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2019,,0.47
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2020,,0.99
Y35-39,From 35 to 39 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2021,,0.96
Y35-39,From 35 to 39 years,F01_F03,Dementia,2011,,0.05
Y35-39,From 35 to 39 years,F01_F03,Dementia,2012,,0
Y35-39,From 35 to 39 years,F01_F03,Dementia,2013,,0.05
Y35-39,From 35 to 39 years,F01_F03,Dementia,2014,,0
Y35-39,From 35 to 39 years,F01_F03,Dementia,2015,,0.05
Y35-39,From 35 to 39 years,F01_F03,Dementia,2016,,0
Y35-39,From 35 to 39 years,F01_F03,Dementia,2017,,0
Y35-39,From 35 to 39 years,F01_F03,Dementia,2018,,0
Y35-39,From 35 to 39 years,F01_F03,Dementia,2019,,0.06
Y35-39,From 35 to 39 years,F01_F03,Dementia,2020,,0.06
Y35-39,From 35 to 39 years,F01_F03,Dementia,2021,,0.06
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2011,,0.19
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2012,,0.19
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2013,,0.24
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2014,,0.2
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2015,,0.2
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2016,,0
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2017,,0.16
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2018,,0.11
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2019,,0.24
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2020,,0.12
Y35-39,From 35 to 39 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2021,,0.13
Y35-39,From 35 to 39 years,G20,Parkinson disease,2011,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2012,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2013,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2014,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2015,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2016,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2017,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2018,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2019,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2020,,0
Y35-39,From 35 to 39 years,G20,Parkinson disease,2021,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2011,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2012,,0.05
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2013,,0.05
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2014,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2015,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2016,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2017,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2018,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2019,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2020,,0
Y35-39,From 35 to 39 years,G30,Alzheimer disease,2021,,0
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2011,,2.53
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2012,,3
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2013,,2.5
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2014,,2.6
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2015,,2.52
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2016,,2.4
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2017,,3
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2018,,2.28
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2019,,2.49
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2020,,2.34
Y35-39,From 35 to 39 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2021,,2.7
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2011,,2.53
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2012,,2.95
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2013,,2.45
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2014,,2.6
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2015,,2.52
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2016,,2.4
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2017,,3
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2018,,2.28
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2019,,2.49
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2020,,2.34
Y35-39,From 35 to 39 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2021,,2.7
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2011,,4.34
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2012,,4.33
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2013,,4.33
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2014,,4.22
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2015,,3.99
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2016,,3.87
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2017,,4.36
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2018,,3.82
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2019,,3.08
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2020,,4.38
Y35-39,From 35 to 39 years,I20-I25,Ischaemic heart diseases,2021,,3.53
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2011,,1.48
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2012,,1.81
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2013,,1.35
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2014,,1.08
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2015,,1.67
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2016,,1.15
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2017,,1.53
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2018,,1.48
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2019,,0.89
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2020,,1.66
Y35-39,From 35 to 39 years,I20_I23-I25,Other ischaemic heart diseases,2021,,1.22
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2011,,2.86
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2012,,2.52
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2013,,2.98
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2014,,3.14
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2015,,2.32
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2016,,2.72
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2017,,2.83
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2018,,2.33
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2019,,2.19
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2020,,2.71
Y35-39,From 35 to 39 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2021,,2.31
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2011,,3.62
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2012,,3.62
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2013,,3.75
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2014,,3
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2015,,5.05
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2016,,4.34
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2017,,4.3
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2018,,3.47
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2019,,3.85
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2020,,5.36
Y35-39,From 35 to 39 years,I30-I51,Other heart diseases,2021,,4.18
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2011,,2.53
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2012,,1.71
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2013,,1.83
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2014,,1.77
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2015,,1.46
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2016,,1.46
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2017,,1.53
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2018,,1.82
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2019,,1.48
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2020,,1.17
Y35-39,From 35 to 39 years,I60-I69,Cerebrovascular diseases,2021,,2.06
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2011,,1.29
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2012,,1.43
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2013,,1.25
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2014,,0.93
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2015,,1.62
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2016,,1.31
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2017,,1.74
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2018,,1.59
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2019,,1.66
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2020,,1.91
Y35-39,From 35 to 39 years,I_OTH,Other diseases of the circulatory system (remainder of I00-I99),2021,,2.38
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2011,,0.33
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2012,,0
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2013,,0.1
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2014,,0.44
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2015,,0.1
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2016,,0.05
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2017,,0
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2018,,0
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2019,,0.18
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2020,,0.31
Y35-39,From 35 to 39 years,J09-J11,Influenza (including swine flu),2021,,0
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2011,,0.91
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2012,,0.67
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2013,,0.63
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2014,,0.39
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2015,,0.56
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2016,,0.57
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2017,,0.6
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2018,,0.4
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2019,,0.36
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2020,,0.8
Y35-39,From 35 to 39 years,J12-J18,Pneumonia,2021,,0.51
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2011,,0.14
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2012,,0.43
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2013,,0.14
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2014,,0.29
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2015,,0.15
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2016,,0.1
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2017,,0.16
Y35-39,From 35 to 39 years,J40-J44_J47,Other lower respiratory diseases,2018,,0.23
